Date,Quantity_Prepared,Quantity_Sold,Quantity_Wasted,Corrected Item,Day_encoded,Original_Item,Item_burger,Item_maggi,Item_patties,Item_poha,Item_samosa,Item_sandwich,Recommended_Qty
2025-01-06,34,25.0,8,burger,0,burger,True,False,False,False,False,False,26.0
2025-01-06,53,50.0,4,maggi,0,maggi,False,True,False,False,False,False,52.0
2025-01-06,31,22.0,12,poha,0,poha,False,False,False,True,False,False,23.0
2025-01-06,35,39.61980830670927,5,patties,0,patties,False,False,True,False,False,False,42.0
2025-01-07,64,55.0,11,burger,1,burger,True,False,False,False,False,False,58.0
2025-01-07,24,23.0,2,samosa,1,samosa,False,False,False,False,True,False,24.0
2025-01-07,33,26.0,5,sandwich,1,sandwich,False,False,False,False,False,True,27.0
2025-01-07,38,28.0,8,poha,1,poha,False,False,False,True,False,False,29.0
2025-01-07,40,35.0,7,patties,1,patties,False,False,True,False,False,False,37.0
2025-01-07,33,25.0,6,maggi,1,maggi,False,True,False,False,False,False,26.0
2025-01-08,42,34.0,10,poha,2,poha,False,False,False,True,False,False,36.0
2025-01-08,33,24.0,9,patties,2,patties,False,False,True,False,False,False,25.0
2025-01-08,57,55.0,4,samosa,2,samosa,False,False,False,False,True,False,58.0
2025-01-08,60,57.0,3,sandwich,2,sandwich,False,False,False,False,False,True,60.0
2025-01-08,62,56.0,6,burger,2,burger,True,False,False,False,False,False,59.0
2025-01-08,40,40.0,0,maggi,2,maggi,False,True,False,False,False,False,42.0
2025-01-09,28,26.0,3,samosa,3,samosa,False,False,False,False,True,False,27.0
2025-01-09,26,22.0,3,sandwich,3,sandwich,False,False,False,False,False,True,23.0
2025-01-09,46,42.0,2,burger,3,burger,True,False,False,False,False,False,44.0
2025-01-09,63,53.0,8,maggi,3,maggi,False,True,False,False,False,False,56.0
2025-01-09,63,58.0,4,poha,3,poha,False,False,False,True,False,False,61.0
2025-01-09,29,20.0,7,patties,3,patties,False,False,True,False,False,False,21.0
2025-01-10,44,34.0,13,burger,4,burger,True,False,False,False,False,False,36.0
2025-01-10,52,43.0,11,sandwich,4,sandwich,False,False,False,False,False,True,45.0
2025-01-10,60,57.0,4,samosa,4,samosa,False,False,False,False,True,False,60.0
2025-01-10,32,22.0,13,maggi,4,maggi,False,True,False,False,False,False,23.0
2025-01-10,46,37.0,7,patties,4,patties,False,False,True,False,False,False,39.0
2025-01-10,67,58.0,12,poha,4,poha,False,False,False,True,False,False,61.0
2025-01-11,64,58.0,9,samosa,5,samosa,False,False,False,False,True,False,61.0
2025-01-11,67,58.0,10,sandwich,5,sandwich,False,False,False,False,False,True,61.0
2025-01-11,31,24.0,9,burger,5,burger,True,False,False,False,False,False,25.0
2025-01-11,40,30.0,13,maggi,5,maggi,False,True,False,False,False,False,32.0
2025-01-11,36,33.0,6,poha,5,poha,False,False,False,True,False,False,35.0
2025-01-11,62,59.0,3,patties,5,patties,False,False,True,False,False,False,62.0
2025-01-13,45,36.0,10,burger,0,burger,True,False,False,False,False,False,38.0
2025-01-13,45,42.0,4,samosa,0,samosa,False,False,False,False,True,False,44.0
2025-01-13,26,23.0,5,sandwich,0,sandwich,False,False,False,False,False,True,24.0
2025-01-13,26,20.0,5,poha,0,poha,False,False,False,True,False,False,21.0
2025-01-13,43,41.0,0,patties,0,patties,False,False,True,False,False,False,43.0
2025-01-13,34,39.61980830670927,8,maggi,0,maggi,False,True,False,False,False,False,42.0
2025-01-14,63,56.0,5,maggi,1,maggi,False,True,False,False,False,False,59.0
2025-01-14,26,39.61980830670927,3,poha,1,poha,False,False,False,True,False,False,42.0
2025-01-14,53,48.0,5,samosa,1,samosa,False,False,False,False,True,False,50.0
2025-01-14,62,55.0,9,sandwich,1,sandwich,False,False,False,False,False,True,58.0
2025-01-14,41,36.0,5,burger,1,burger,True,False,False,False,False,False,38.0
2025-01-14,37,28.0,7,patties,1,patties,False,False,True,False,False,False,29.0
2025-01-15,41,33.0,6,burger,2,burger,True,False,False,False,False,False,35.0
2025-01-15,38,37.0,0,sandwich,2,sandwich,False,False,False,False,False,True,39.0
2025-01-15,47,37.0,8,samosa,2,samosa,False,False,False,False,True,False,39.0
2025-01-15,36,29.0,9,maggi,2,maggi,False,True,False,False,False,False,30.0
2025-01-15,35,28.0,9,patties,2,patties,False,False,True,False,False,False,29.0
2025-01-15,49,44.0,5,poha,2,poha,False,False,False,True,False,False,46.0
2025-01-16,63,39.61980830670927,4,samosa,3,samosa,False,False,False,False,True,False,42.0
2025-01-16,20,20.0,1,sandwich,3,sandwich,False,False,False,False,False,True,21.0
2025-01-16,32,27.0,8,burger,3,burger,True,False,False,False,False,False,28.0
2025-01-16,46,43.0,6,maggi,3,maggi,False,True,False,False,False,False,45.0
2025-01-16,37,37.0,2,poha,3,poha,False,False,False,True,False,False,39.0
2025-01-16,36,30.0,4,patties,3,patties,False,False,True,False,False,False,32.0
2025-01-17,31,27.0,4,samosa,4,samosa,False,False,False,False,True,False,28.0
2025-01-17,55,46.0,11,sandwich,4,sandwich,False,False,False,False,False,True,48.0
2025-01-17,34,29.0,7,burger,4,burger,True,False,False,False,False,False,30.0
2025-01-17,36,34.0,4,maggi,4,maggi,False,True,False,False,False,False,36.0
2025-01-17,54,51.0,4,poha,4,poha,False,False,False,True,False,False,54.0
2025-01-17,62,57.0,8,patties,4,patties,False,False,True,False,False,False,60.0
2025-01-18,27,26.0,3,samosa,5,samosa,False,False,False,False,True,False,27.0
2025-01-18,68,58.0,8,sandwich,5,sandwich,False,False,False,False,False,True,61.0
2025-01-18,55,53.0,2,burger,5,burger,True,False,False,False,False,False,56.0
2025-01-18,41,41.0,2,maggi,5,maggi,False,True,False,False,False,False,43.0
2025-01-18,39,29.0,12,poha,5,poha,False,False,False,True,False,False,30.0
2025-01-18,65,57.0,6,patties,5,patties,False,False,True,False,False,False,60.0
2025-01-19,59,56.0,4,burger,6,burger,True,False,False,False,False,False,59.0
2025-01-19,53,44.0,9,samosa,6,samosa,False,False,False,False,True,False,46.0
2025-01-19,28,20.0,7,sandwich,6,sandwich,False,False,False,False,False,True,21.0
2025-01-19,52,44.0,11,poha,6,poha,False,False,False,True,False,False,46.0
2025-01-19,32,32.0,2,patties,6,patties,False,False,True,False,False,False,34.0
2025-01-19,52,39.61980830670927,0,maggi,6,maggi,False,True,False,False,False,False,42.0
2025-01-20,22,20.0,3,sandwich,0,sandwich,False,False,False,False,False,True,21.0
2025-01-20,54,53.0,0,burger,0,burger,True,False,False,False,False,False,56.0
2025-01-20,60,52.0,9,samosa,0,samosa,False,False,False,False,True,False,55.0
2025-01-20,37,30.0,9,maggi,0,maggi,False,True,False,False,False,False,32.0
2025-01-20,36,35.0,3,poha,0,poha,False,False,False,True,False,False,37.0
2025-01-20,43,38.0,5,patties,0,patties,False,False,True,False,False,False,40.0
2025-01-21,44,44.0,0,burger,1,burger,True,False,False,False,False,False,46.0
2025-01-21,53,43.0,10,sandwich,1,sandwich,False,False,False,False,False,True,45.0
2025-01-21,57,52.0,3,samosa,1,samosa,False,False,False,False,True,False,55.0
2025-01-21,62,58.0,4,patties,1,patties,False,False,True,False,False,False,61.0
2025-01-21,68,60.0,6,poha,1,poha,False,False,False,True,False,False,63.0
2025-01-21,59,54.0,6,maggi,1,maggi,False,True,False,False,False,False,57.0
2025-01-22,66,58.0,10,burger,2,burger,True,False,False,False,False,False,61.0
2025-01-22,32,30.0,3,samosa,2,samosa,False,False,False,False,True,False,32.0
2025-01-22,48,43.0,4,sandwich,2,sandwich,False,False,False,False,False,True,45.0
2025-01-22,58,54.0,4,patties,2,patties,False,False,True,False,False,False,57.0
2025-01-22,70,60.0,8,maggi,2,maggi,False,True,False,False,False,False,63.0
2025-01-22,43,39.0,4,poha,2,poha,False,False,False,True,False,False,41.0
2025-01-23,36,33.0,2,samosa,3,samosa,False,False,False,False,True,False,35.0
2025-01-23,64,57.0,9,sandwich,3,sandwich,False,False,False,False,False,True,60.0
2025-01-23,63,54.0,11,burger,3,burger,True,False,False,False,False,False,57.0
2025-01-23,36,33.0,6,maggi,3,maggi,False,True,False,False,False,False,35.0
2025-01-23,60,58.0,2,poha,3,poha,False,False,False,True,False,False,61.0
2025-01-23,30,25.0,6,patties,3,patties,False,False,True,False,False,False,26.0
2025-01-24,43,41.0,0,burger,4,burger,True,False,False,False,False,False,43.0
2025-01-24,30,29.0,0,samosa,4,samosa,False,False,False,False,True,False,30.0
2025-01-24,36,31.0,3,sandwich,4,sandwich,False,False,False,False,False,True,33.0
2025-01-24,55,52.0,4,poha,4,poha,False,False,False,True,False,False,55.0
2025-01-24,65,56.0,9,patties,4,patties,False,False,True,False,False,False,59.0
2025-01-24,46,39.61980830670927,9,maggi,4,maggi,False,True,False,False,False,False,42.0
2025-01-25,54,50.0,2,samosa,5,samosa,False,False,False,False,True,False,52.0
2025-01-25,63,56.0,6,sandwich,5,sandwich,False,False,False,False,False,True,59.0
2025-01-25,61,53.0,10,burger,5,burger,True,False,False,False,False,False,56.0
2025-01-25,25,23.0,0,maggi,5,maggi,False,True,False,False,False,False,24.0
2025-01-25,42,39.61980830670927,9,poha,5,poha,False,False,False,True,False,False,42.0
2025-01-25,50,44.0,7,patties,5,patties,False,False,True,False,False,False,46.0
2025-01-27,69,59.0,12,sandwich,0,sandwich,False,False,False,False,False,True,62.0
2025-01-27,21,21.0,0,burger,0,burger,True,False,False,False,False,False,22.0
2025-01-27,43,35.0,11,samosa,0,samosa,False,False,False,False,True,False,37.0
2025-01-27,60,53.0,9,poha,0,poha,False,False,False,True,False,False,56.0
2025-01-27,31,21.0,9,patties,0,patties,False,False,True,False,False,False,22.0
2025-01-27,45,42.0,1,maggi,0,maggi,False,True,False,False,False,False,44.0
2025-01-28,36,33.0,2,samosa,1,samosa,False,False,False,False,True,False,35.0
2025-01-28,30,26.0,5,sandwich,1,sandwich,False,False,False,False,False,True,27.0
2025-01-28,48,41.0,6,burger,1,burger,True,False,False,False,False,False,43.0
2025-01-28,58,53.0,8,maggi,1,maggi,False,True,False,False,False,False,56.0
2025-01-28,47,47.0,3,poha,1,poha,False,False,False,True,False,False,49.0
2025-01-28,34,25.0,11,patties,1,patties,False,False,True,False,False,False,26.0
2025-01-29,56,47.0,10,burger,2,burger,True,False,False,False,False,False,49.0
2025-01-29,56,46.0,12,sandwich,2,sandwich,False,False,False,False,False,True,48.0
2025-01-29,44,34.0,11,samosa,2,samosa,False,False,False,False,True,False,36.0
2025-01-29,50,43.0,6,patties,2,patties,False,False,True,False,False,False,45.0
2025-01-29,67,60.0,6,poha,2,poha,False,False,False,True,False,False,63.0
2025-01-29,44,39.0,6,maggi,2,maggi,False,True,False,False,False,False,41.0
2025-01-30,33,31.0,0,burger,3,burger,True,False,False,False,False,False,33.0
2025-01-30,42,36.0,7,samosa,3,samosa,False,False,False,False,True,False,38.0
2025-01-30,69,60.0,11,sandwich,3,sandwich,False,False,False,False,False,True,63.0
2025-01-30,55,48.0,7,patties,3,patties,False,False,True,False,False,False,50.0
2025-01-30,45,39.0,5,maggi,3,maggi,False,True,False,False,False,False,41.0
2025-01-30,33,31.0,4,poha,3,poha,False,False,False,True,False,False,33.0
2025-01-31,35,32.0,4,samosa,4,samosa,False,False,False,False,True,False,34.0
2025-01-31,57,51.0,8,sandwich,4,sandwich,False,False,False,False,False,True,54.0
2025-01-31,44,42.0,1,burger,4,burger,True,False,False,False,False,False,44.0
2025-01-31,51,47.0,5,maggi,4,maggi,False,True,False,False,False,False,49.0
2025-01-31,38,37.0,0,poha,4,poha,False,False,False,True,False,False,39.0
2025-01-31,60,50.0,10,patties,4,patties,False,False,True,False,False,False,52.0
2025-02-01,54,50.0,4,samosa,5,samosa,False,False,False,False,True,False,52.0
2025-02-01,46,43.0,6,sandwich,5,sandwich,False,False,False,False,False,True,45.0
2025-02-01,48,47.0,0,burger,5,burger,True,False,False,False,False,False,49.0
2025-02-01,26,20.0,8,maggi,5,maggi,False,True,False,False,False,False,21.0
2025-02-01,33,31.0,0,poha,5,poha,False,False,False,True,False,False,33.0
2025-02-01,55,48.0,10,patties,5,patties,False,False,True,False,False,False,50.0
2025-02-03,23,22.0,0,samosa,0,samosa,False,False,False,False,True,False,23.0
2025-02-03,48,44.0,4,sandwich,0,sandwich,False,False,False,False,False,True,46.0
2025-02-03,50,40.0,9,burger,0,burger,True,False,False,False,False,False,42.0
2025-02-03,37,33.0,6,maggi,0,maggi,False,True,False,False,False,False,35.0
2025-02-03,57,57.0,2,poha,0,poha,False,False,False,True,False,False,60.0
2025-02-03,40,31.0,7,patties,0,patties,False,False,True,False,False,False,33.0
2025-02-04,38,36.0,2,samosa,1,samosa,False,False,False,False,True,False,38.0
2025-02-04,52,43.0,7,sandwich,1,sandwich,False,False,False,False,False,True,45.0
2025-02-04,31,31.0,0,burger,1,burger,True,False,False,False,False,False,33.0
2025-02-04,53,43.0,9,maggi,1,maggi,False,True,False,False,False,False,45.0
2025-02-04,28,39.61980830670927,7,poha,1,poha,False,False,False,True,False,False,42.0
2025-02-04,61,57.0,3,patties,1,patties,False,False,True,False,False,False,60.0
2025-02-05,68,58.0,10,sandwich,2,sandwich,False,False,False,False,False,True,61.0
2025-02-05,65,57.0,11,samosa,2,samosa,False,False,False,False,True,False,60.0
2025-02-05,55,46.0,12,burger,2,burger,True,False,False,False,False,False,48.0
2025-02-05,36,31.0,4,maggi,2,maggi,False,True,False,False,False,False,33.0
2025-02-05,35,35.0,0,patties,2,patties,False,False,True,False,False,False,37.0
2025-02-05,30,27.0,3,poha,2,poha,False,False,False,True,False,False,28.0
2025-02-06,40,32.0,8,samosa,3,samosa,False,False,False,False,True,False,34.0
2025-02-06,66,57.0,9,sandwich,3,sandwich,False,False,False,False,False,True,60.0
2025-02-06,52,44.0,9,burger,3,burger,True,False,False,False,False,False,46.0
2025-02-06,46,42.0,3,maggi,3,maggi,False,True,False,False,False,False,44.0
2025-02-06,58,57.0,0,poha,3,poha,False,False,False,True,False,False,60.0
2025-02-06,55,47.0,7,patties,3,patties,False,False,True,False,False,False,49.0
2025-02-07,51,51.0,2,burger,4,burger,True,False,False,False,False,False,54.0
2025-02-07,34,28.0,8,samosa,4,samosa,False,False,False,False,True,False,29.0
2025-02-07,35,29.0,9,sandwich,4,sandwich,False,False,False,False,False,True,30.0
2025-02-07,56,46.0,10,patties,4,patties,False,False,True,False,False,False,48.0
2025-02-07,66,59.0,8,maggi,4,maggi,False,True,False,False,False,False,62.0
2025-02-07,62,56.0,7,poha,4,poha,False,False,False,True,False,False,59.0
2025-02-08,67,58.0,11,samosa,5,samosa,False,False,False,False,True,False,61.0
2025-02-08,36,31.0,8,sandwich,5,sandwich,False,False,False,False,False,True,33.0
2025-02-08,37,28.0,8,burger,5,burger,True,False,False,False,False,False,29.0
2025-02-08,65,57.0,9,maggi,5,maggi,False,True,False,False,False,False,60.0
2025-02-08,53,43.0,12,poha,5,poha,False,False,False,True,False,False,45.0
2025-02-08,61,54.0,6,patties,5,patties,False,False,True,False,False,False,57.0
2025-02-10,47,41.0,6,samosa,0,samosa,False,False,False,False,True,False,43.0
2025-02-10,35,33.0,3,sandwich,0,sandwich,False,False,False,False,False,True,35.0
2025-02-10,43,39.0,4,burger,0,burger,True,False,False,False,False,False,41.0
2025-02-10,54,44.0,11,maggi,0,maggi,False,True,False,False,False,False,46.0
2025-02-10,28,20.0,10,poha,0,poha,False,False,False,True,False,False,21.0
2025-02-10,57,56.0,0,patties,0,patties,False,False,True,False,False,False,59.0
2025-02-11,36,36.0,3,sandwich,1,sandwich,False,False,False,False,False,True,38.0
2025-02-11,37,29.0,11,burger,1,burger,True,False,False,False,False,False,30.0
2025-02-11,32,27.0,8,samosa,1,samosa,False,False,False,False,True,False,28.0
2025-02-11,29,23.0,7,poha,1,poha,False,False,False,True,False,False,24.0
2025-02-11,29,22.0,9,patties,1,patties,False,False,True,False,False,False,23.0
2025-02-11,42,40.0,5,maggi,1,maggi,False,True,False,False,False,False,42.0
2025-02-12,55,46.0,10,samosa,2,samosa,False,False,False,False,True,False,48.0
2025-02-12,48,40.0,7,sandwich,2,sandwich,False,False,False,False,False,True,42.0
2025-02-12,21,21.0,0,burger,2,burger,True,False,False,False,False,False,22.0
2025-02-12,39,35.0,5,maggi,2,maggi,False,True,False,False,False,False,37.0
2025-02-12,43,39.0,2,poha,2,poha,False,False,False,True,False,False,41.0
2025-02-12,62,57.0,8,patties,2,patties,False,False,True,False,False,False,60.0
2025-02-13,39,32.0,9,samosa,3,samosa,False,False,False,False,True,False,34.0
2025-02-13,48,48.0,2,sandwich,3,sandwich,False,False,False,False,False,True,50.0
2025-02-13,31,25.0,9,burger,3,burger,True,False,False,False,False,False,26.0
2025-02-13,40,39.0,3,maggi,3,maggi,False,True,False,False,False,False,41.0
2025-02-13,24,20.0,4,poha,3,poha,False,False,False,True,False,False,21.0
2025-02-13,68,60.0,10,patties,3,patties,False,False,True,False,False,False,63.0
2025-02-14,33,27.0,9,burger,4,burger,True,False,False,False,False,False,28.0
2025-02-14,32,22.0,9,sandwich,4,sandwich,False,False,False,False,False,True,23.0
2025-02-14,39,37.0,4,samosa,4,samosa,False,False,False,False,True,False,39.0
2025-02-14,55,49.0,9,maggi,4,maggi,False,True,False,False,False,False,51.0
2025-02-14,44,43.0,3,patties,4,patties,False,False,True,False,False,False,45.0
2025-02-14,67,57.0,10,poha,4,poha,False,False,False,True,False,False,60.0
2025-02-15,37,35.0,4,burger,5,burger,True,False,False,False,False,False,37.0
2025-02-15,35,34.0,2,sandwich,5,sandwich,False,False,False,False,False,True,36.0
2025-02-15,43,33.0,10,samosa,5,samosa,False,False,False,False,True,False,35.0
2025-02-15,50,43.0,8,patties,5,patties,False,False,True,False,False,False,45.0
2025-02-15,24,22.0,0,poha,5,poha,False,False,False,True,False,False,23.0
2025-02-15,58,49.0,12,maggi,5,maggi,False,True,False,False,False,False,51.0
2025-02-17,30,39.61980830670927,9,samosa,0,samosa,False,False,False,False,True,False,42.0
2025-02-17,50,46.0,5,sandwich,0,sandwich,False,False,False,False,False,True,48.0
2025-02-17,57,53.0,6,burger,0,burger,True,False,False,False,False,False,56.0
2025-02-17,67,57.0,8,maggi,0,maggi,False,True,False,False,False,False,60.0
2025-02-17,28,27.0,1,poha,0,poha,False,False,False,True,False,False,28.0
2025-02-17,27,23.0,5,patties,0,patties,False,False,True,False,False,False,24.0
2025-02-18,29,28.0,3,burger,1,burger,True,False,False,False,False,False,29.0
2025-02-18,37,31.0,7,maggi,1,maggi,False,True,False,False,False,False,33.0
2025-02-18,65,56.0,11,poha,1,poha,False,False,False,True,False,False,59.0
2025-02-18,62,57.0,6,patties,1,patties,False,False,True,False,False,False,60.0
2025-02-18,48,41.0,8,samosa,1,samosa,False,False,False,False,True,False,43.0
2025-02-18,51,49.0,3,sandwich,1,sandwich,False,False,False,False,False,True,51.0
2025-02-19,50,44.0,8,burger,2,burger,True,False,False,False,False,False,46.0
2025-02-19,53,43.0,11,samosa,2,samosa,False,False,False,False,True,False,45.0
2025-02-19,36,26.0,8,sandwich,2,sandwich,False,False,False,False,False,True,27.0
2025-02-19,36,28.0,6,patties,2,patties,False,False,True,False,False,False,29.0
2025-02-19,50,47.0,6,maggi,2,maggi,False,True,False,False,False,False,49.0
2025-02-19,25,24.0,1,poha,2,poha,False,False,False,True,False,False,25.0
2025-02-20,55,49.0,9,samosa,3,samosa,False,False,False,False,True,False,51.0
2025-02-20,40,39.61980830670927,3,sandwich,3,sandwich,False,False,False,False,False,True,42.0
2025-02-20,58,53.0,6,burger,3,burger,True,False,False,False,False,False,56.0
2025-02-20,57,52.0,7,maggi,3,maggi,False,True,False,False,False,False,55.0
2025-02-20,35,26.0,8,poha,3,poha,False,False,False,True,False,False,27.0
2025-02-20,43,33.0,8,patties,3,patties,False,False,True,False,False,False,35.0
2025-02-21,56,50.0,5,samosa,4,samosa,False,False,False,False,True,False,52.0
2025-02-21,28,20.0,11,sandwich,4,sandwich,False,False,False,False,False,True,21.0
2025-02-21,45,40.0,5,burger,4,burger,True,False,False,False,False,False,42.0
2025-02-21,69,59.0,11,maggi,4,maggi,False,True,False,False,False,False,62.0
2025-02-21,26,25.0,4,poha,4,poha,False,False,False,True,False,False,26.0
2025-02-21,36,33.0,1,patties,4,patties,False,False,True,False,False,False,35.0
2025-02-22,31,28.0,3,burger,5,burger,True,False,False,False,False,False,29.0
2025-02-22,25,23.0,5,sandwich,5,sandwich,False,False,False,False,False,True,24.0
2025-02-22,36,28.0,11,samosa,5,samosa,False,False,False,False,True,False,29.0
2025-02-22,54,51.0,1,maggi,5,maggi,False,True,False,False,False,False,54.0
2025-02-22,58,56.0,3,patties,5,patties,False,False,True,False,False,False,59.0
2025-02-22,37,35.0,4,poha,5,poha,False,False,False,True,False,False,37.0
2025-02-24,51,45.0,4,samosa,0,samosa,False,False,False,False,True,False,47.0
2025-02-24,66,58.0,9,sandwich,0,sandwich,False,False,False,False,False,True,61.0
2025-02-24,60,56.0,2,burger,0,burger,True,False,False,False,False,False,59.0
2025-02-24,54,50.0,7,maggi,0,maggi,False,True,False,False,False,False,52.0
2025-02-24,30,23.0,6,poha,0,poha,False,False,False,True,False,False,24.0
2025-02-24,48,42.0,5,patties,0,patties,False,False,True,False,False,False,44.0
2025-02-25,52,46.0,9,samosa,1,samosa,False,False,False,False,True,False,48.0
2025-02-25,49,40.0,10,sandwich,1,sandwich,False,False,False,False,False,True,42.0
2025-02-25,45,44.0,0,burger,1,burger,True,False,False,False,False,False,46.0
2025-02-25,46,39.0,10,maggi,1,maggi,False,True,False,False,False,False,41.0
2025-02-25,23,22.0,3,poha,1,poha,False,False,False,True,False,False,23.0
2025-02-25,62,59.0,6,patties,1,patties,False,False,True,False,False,False,62.0
2025-02-26,22,20.0,1,burger,2,burger,True,False,False,False,False,False,21.0
2025-02-26,59,52.0,9,sandwich,2,sandwich,False,False,False,False,False,True,55.0
2025-02-26,46,44.0,1,samosa,2,samosa,False,False,False,False,True,False,46.0
2025-02-26,40,39.61980830670927,7,maggi,2,maggi,False,True,False,False,False,False,42.0
2025-02-26,44,43.0,1,patties,2,patties,False,False,True,False,False,False,45.0
2025-02-26,51,51.0,0,poha,2,poha,False,False,False,True,False,False,54.0
2025-02-27,48,42.0,4,samosa,3,samosa,False,False,False,False,True,False,44.0
2025-02-27,42,39.0,4,sandwich,3,sandwich,False,False,False,False,False,True,41.0
2025-02-27,39,34.0,3,burger,3,burger,True,False,False,False,False,False,36.0
2025-02-27,51,48.0,5,maggi,3,maggi,False,True,False,False,False,False,50.0
2025-02-27,51,41.0,9,poha,3,poha,False,False,False,True,False,False,43.0
2025-02-27,30,20.0,11,patties,3,patties,False,False,True,False,False,False,21.0
2025-02-28,42,32.0,10,burger,4,burger,True,False,False,False,False,False,34.0
2025-02-28,34,39.61980830670927,6,samosa,4,samosa,False,False,False,False,True,False,42.0
2025-02-28,24,24.0,1,sandwich,4,sandwich,False,False,False,False,False,True,25.0
2025-02-28,59,50.0,8,poha,4,poha,False,False,False,True,False,False,52.0
2025-02-28,52,47.0,8,patties,4,patties,False,False,True,False,False,False,49.0
2025-02-28,32,24.0,11,maggi,4,maggi,False,True,False,False,False,False,25.0
2025-03-01,42,41.0,2,maggi,5,maggi,False,True,False,False,False,False,43.0
2025-03-01,39,39.61980830670927,2,poha,5,poha,False,False,False,True,False,False,42.0
2025-03-01,55,47.0,8,samosa,5,samosa,False,False,False,False,True,False,49.0
2025-03-01,38,31.0,7,sandwich,5,sandwich,False,False,False,False,False,True,33.0
2025-03-01,32,31.0,1,burger,5,burger,True,False,False,False,False,False,33.0
2025-03-01,41,38.0,4,patties,5,patties,False,False,True,False,False,False,40.0
2025-03-03,44,44.0,0,sandwich,0,sandwich,False,False,False,False,False,True,46.0
2025-03-03,50,46.0,4,samosa,0,samosa,False,False,False,False,True,False,48.0
2025-03-03,37,30.0,6,burger,0,burger,True,False,False,False,False,False,32.0
2025-03-03,49,42.0,6,maggi,0,maggi,False,True,False,False,False,False,44.0
2025-03-03,49,42.0,7,patties,0,patties,False,False,True,False,False,False,44.0
2025-03-03,35,28.0,5,poha,0,poha,False,False,False,True,False,False,29.0
2025-03-04,27,39.61980830670927,10,samosa,1,samosa,False,False,False,False,True,False,42.0
2025-03-04,35,28.0,7,sandwich,1,sandwich,False,False,False,False,False,True,29.0
2025-03-04,58,54.0,5,burger,1,burger,True,False,False,False,False,False,57.0
2025-03-04,45,36.0,10,maggi,1,maggi,False,True,False,False,False,False,38.0
2025-03-04,44,34.0,12,poha,1,poha,False,False,False,True,False,False,36.0
2025-03-04,33,28.0,3,patties,1,patties,False,False,True,False,False,False,29.0
2025-03-05,59,51.0,6,burger,2,burger,True,False,False,False,False,False,54.0
2025-03-05,24,22.0,5,sandwich,2,sandwich,False,False,False,False,False,True,23.0
2025-03-05,28,27.0,4,samosa,2,samosa,False,False,False,False,True,False,28.0
2025-03-05,45,36.0,8,patties,2,patties,False,False,True,False,False,False,38.0
